Ecoregion,Site,SurveyDate,Depth,Taxon
Exmouth to Broome,Malus Is,2010,3,Thalassoma lunare
Exmouth to Broome,Malus Is,2010,3,Thalassoma lunare
Exmouth to Broome,Malus Is,2010,4.7,Thalassoma lunare
Exmouth to Broome,Malus Is,2013,5,Thalassoma lunare
Exmouth to Broome,Malus Is,2013,5,Thalassoma lunare
Exmouth to Broome,Dead Tree Beach,2010,4.5,Thalassoma lunare
Exmouth to Broome,Dead Tree Beach,2013,3,Thalassoma lunare
Exmouth to Broome,Dead Tree Beach,2013,3,Thalassoma lunare
Exmouth to Broome,Dead Tree Beach,2013,4,Thalassoma lunare
Exmouth to Broome,Dead Tree Beach,2013,4,Thalassoma lunare
Exmouth to Broome,Delay Point,2010,4.5,Thalassoma lunare
Exmouth to Broome,Delay Point,2010,4.5,Thalassoma lunare
Exmouth to Broome,W Lewis Is NW,2010,3.1,Thalassoma lunare
Exmouth to Broome,Goodwyn Sth,2010,4.4,Thalassoma lunare
Exmouth to Broome,Goodwyn Sth,2013,6,Thalassoma lunare
Exmouth to Broome,Goodwyn Sth,2013,6,Thalassoma lunare
Exmouth to Broome,Goodwyn Sth,2013,5,Thalassoma lunare
Exmouth to Broome,Goodwyn NW,2010,5.5,Thalassoma lunare
Exmouth to Broome,Goodwyn NW,2010,5.5,Thalassoma lunare
Exmouth to Broome,Goodwyn NW,2010,6.2,Thalassoma lunare
Exmouth to Broome,Goodwyn NW,2010,6.2,Thalassoma lunare
